Emp_ID,Dept,Monthly_Salary,Revenue_Impact,Tickets_Resolved,Overtime_Hrs,Satisfaction_Score,Remote_Work_Pct
CORP-00000,Tech,6082.416648728421,,134,47.766268290134484,3.59513822688999,0
CORP-00001,Finance,6796.467305188875,18668.60642796825,129,53.61229610383953,2.9753628208122436,100
CORP-00002,Support,7074.790989163718,,158,57.689950527007205,2.57887695797243,50
CORP-00003,Tech,7002.470843138544,15652.207606620083,140,1.0426232862840945,4.784793840684166,0
CORP-00004,Sales,5887.713457559307,10233.239199601783,129,13.310569479549473,2.2990283286682676,50
CORP-00005,Sales,5646.1973507415805,22564.558474973706,151,0.4199171406709818,3.107312660236868,100
CORP-00006,Sales,6755.053333019923,22697.979442532327,148,6.619681007963387,2.5400926174238645,50
CORP-00007,Support,3500.0,22677.278173933155,145,12.45799248763745,4.849094127738188,0
CORP-00008,Support,3500.0,15424.250880658648,145,6.0839789602080945,1.9647550657036201,0
CORP-00009,Support,7745.138724799096,19992.911237060696,141,62.12062999363372,3.472728122922099,100
CORP-00010,Sales,7786.837185662476,29970.82387234959,142,52.10516777302536,2.969322511977853,100
CORP-00011,Finance,9698.501450134992,19741.024970347768,129,15.271411723864333,2.5775771420190523,100
CORP-00012,Support,6861.08672407307,11062.794308158966,136,35.521104783465454,3.3552814299542355,50
CORP-00013,Sales,4515.931967231178,12875.927277438124,145,0.016454891588918164,4.347149368835516,100
CORP-00014,Sales,3500.0,12592.876745726244,139,1.2080730760644571,2.1568704700522523,50
CORP-00015,Sales,5274.509810107835,25925.337749456412,137,1.5217114322190224,3.2752196524296426,100
CORP-00016,Tech,8556.299360143797,20365.83426993694,154,10.469438387857824,1.4883402080330375,0
CORP-00017,Tech,11103.622258522306,8555.968353173499,144,44.064810288573184,3.476902529501703,0
CORP-00018,Tech,7635.2135319287845,25817.574775084693,144,2.8070542569736365,2.5920555712393734,0
CORP-00019,Tech,4466.0252741597205,21399.991303951618,145,1.951373701997154,4.109786491737765,50
CORP-00020,Support,5300.198493737325,19046.47554209126,138,4.315499171506342,4.5831277455493975,50
CORP-00021,Sales,5378.235189839206,27103.574949295675,141,1.9454624419832232,3.4014971978874833,100
CORP-00022,Tech,6485.0284960879735,16625.74217814836,128,4.706095505736503,3.020078097505105,100
CORP-00023,Tech,10302.238562487175,26171.627901798784,139,3.188611940580075,2.571121106406367,100
CORP-00024,Tech,10497.273625391954,4742.693616947339,150,1.4968799090257376,2.183780432265446,50
CORP-00025,Support,7069.360263062784,,152,36.557948612250016,1.4830958502383689,50
CORP-00026,Sales,7957.675275283994,22750.71055237265,154,23.4103785143986,1.5483075907884358,0
CORP-00027,Tech,5506.105267816336,28069.221527696784,135,9.45703371599382,2.717638717690756,100
CORP-00028,Tech,3500.0,10693.295564933574,137,12.568807091972523,2.318519599654385,100
CORP-00029,Sales,11970.845883656864,15491.50376180305,151,10.230102073873354,2.6304686864360174,0
CORP-00030,Support,3500.0,18997.25811687675,138,30.635335136459233,1.9415635014204218,100
CORP-00031,Sales,3500.0,12363.58669198515,156,4.007846203218039,4.276442678708555,50
CORP-00032,Sales,11991.014637899116,16420.471756011648,162,0.3455949075895208,2.2818911353240336,0
CORP-00033,Finance,7541.538511676117,27494.73161390934,138,4.096898214313437,4.537412472145839,0
CORP-00034,Finance,4685.212732279893,11811.690039808553,129,5.604247543702202,4.056067112205862,100
CORP-00035,Support,9206.759077723278,16557.746388351425,160,42.52516205904822,2.576650058996285,0
CORP-00036,Tech,9432.633265114944,19637.929583873858,122,20.702301645955306,2.467388164163742,50
CORP-00037,Sales,4168.285887130639,,137,11.197587016083693,2.2096128510986572,100
CORP-00038,Support,6167.886558826064,12811.555144513995,139,0.33512135949290334,3.4122955740374943,100
CORP-00039,Tech,9690.614659264302,16930.224876836102,129,15.726319137541314,1.288160714747498,0
CORP-00040,Sales,5457.735634073772,16260.94221521994,156,12.662145381030507,4.386597240883439,100
CORP-00041,Tech,8205.409346534581,19821.791465304974,147,1.5420067934476007,4.389932782734556,0
CORP-00042,Sales,11062.030465915683,10943.00042877077,140,58.42214226931675,2.8784422234840865,50
CORP-00043,Finance,3500.0,25628.489796221587,141,0.14123665929727114,2.8261564292055628,100
CORP-00044,Tech,6646.879201678094,19548.248947727763,141,11.107574095626918,4.289196640472216,100
CORP-00045,Support,8154.089996418723,24402.658455661076,155,4.429169124279193,3.885148368758598,50
CORP-00046,Tech,3500.0,14572.474158648381,134,10.194969580707621,3.7513450560184243,100
CORP-00047,Tech,6175.97152436883,10678.812253975691,124,11.584518428537598,1.405765013885794,0
CORP-00048,Tech,10111.246610354534,12272.751476978492,141,16.50434418758144,2.402647006915415,100
CORP-00049,Sales,5739.212128140276,22204.023891054367,121,0.0583411900070543,4.57563914951782,0
CORP-00050,Finance,3789.183910285603,15355.247169111239,161,10.114596374676582,4.352392225105303,50
CORP-00051,Support,10327.079557905652,8280.99828915075,128,12.773011853917808,3.9557959624231422,0
CORP-00052,Finance,8611.25423382608,19082.96816153009,159,21.578523947812116,1.8374172575266854,50
CORP-00053,Support,7327.859271238448,16075.27715462117,138,4.708739551608886,3.023930639061752,50
CORP-00054,Tech,7254.020432229945,16228.022136998266,127,18.260587950078335,3.8209929403125438,0
CORP-00055,Finance,10070.706177762353,7738.694262410048,129,42.45419004208807,2.5176615127999336,0
CORP-00056,Sales,8236.320812523074,8946.058718843766,147,7.4223336399648865,4.617070001477847,0
CORP-00057,Sales,9114.030365671355,14712.012753736539,135,7.309679942751191,2.743433023522794,100
CORP-00058,Sales,5768.584012982287,12434.797615623185,138,4.456697331501172,4.82295089086236,100
CORP-00059,Tech,3500.0,14583.897242602037,143,30.720877148832667,3.2888845052156332,100
CORP-00060,Tech,9054.784250521137,22995.083671323562,131,11.795002863949167,4.753564807163102,0
CORP-00061,Tech,10252.319804165454,11615.256842419749,171,58.43328223560779,4.8307061424741935,50
CORP-00062,Support,6938.595080818791,12565.74624606652,163,9.966620872131381,4.5874302270879985,0
CORP-00063,Tech,9719.391459483784,14837.320900471621,142,9.385933323257365,4.860402298482733,50
CORP-00064,Tech,6661.968017057707,12219.917303975937,154,0.0018170710743284216,3.6299440978460877,0
CORP-00065,Tech,7273.252096703819,16707.596580221834,139,59.952946026644334,4.578805033823412,50
CORP-00066,Sales,11881.071970968182,24165.886062136742,123,13.129139495084928,3.231066392791919,0
CORP-00067,Support,6771.199865733924,16275.043874849514,135,15.069235232923276,2.757269214329342,0
CORP-00068,Sales,6623.576518616514,,157,7.981424821918259,4.423588689382132,100
CORP-00069,Finance,3500.0,4073.2211128280414,146,39.649951700388826,3.5549282830032816,0
CORP-00070,Support,9225.18289995248,18489.230005597994,116,7.910307333610756,2.3444350539512833,0
CORP-00071,Sales,5725.3965863642325,26854.894740838965,126,9.861880162218519,3.582647942496881,50
CORP-00072,Sales,7868.062527531732,18589.573975499407,167,65.05430760961549,2.7185566564077988,0
CORP-00073,Support,6712.402281418204,18769.222347409064,133,68.26268424590188,1.8992337626999163,50
CORP-00074,Support,6385.518211270143,19713.276494962618,148,9.111548157166943,2.721533222919466,100
CORP-00075,Support,7205.676275345892,27408.045836813337,130,30.45158336559986,3.5923409335185514,50
CORP-00076,Support,7397.8691511014795,26122.67241000801,141,45.40602746172012,4.317446033523961,100
CORP-00077,Sales,10440.197649088062,11868.26145674667,139,107.04030198592977,1.565970389127678,100
CORP-00078,Tech,11300.529641731448,25215.798243396617,135,14.859450621724612,2.1423863826667384,0
CORP-00079,Sales,9126.78775610397,26256.433706920317,128,0.7854675613762957,2.4561787538233792,100
CORP-00080,Support,10678.889783677141,7739.179751736208,123,4.387782968824617,4.935111294778549,0
CORP-00081,Support,9635.368676866789,18156.702070996973,169,7.907073128861486,3.248611658837233,0
CORP-00082,Tech,8736.53525483955,,157,4.178769844717055,4.330071484371706,50
CORP-00083,Sales,11137.85733823361,,118,10.94283482025992,2.973087697032682,50
CORP-00084,Tech,4228.813422686691,13917.814050155754,130,2.562547028361037,2.742623375967285,100
CORP-00085,Tech,5788.844496876909,13705.352219444963,150,23.38546970471922,1.2756189092501227,0
CORP-00086,Support,5447.746182859767,14129.351044616376,142,27.36585366213822,3.5545059853492704,0
